subject_name,subject_abbreviation,course_number,course_name
Dance,DANCE,168,"Dancing Gender: Embodiment, Politics and Feminist Theory"
Dance,DANCE,131,Somatic Theory and Practices
Dance,DANCE,236,Pilates Equipment II
Dance,DANCE,11,Contemporary Dance I
Dance,DANCE,231,Introduction to Dance/Movement Therapy
Dance,DANCE,431,Dance Therapy Practicum
Dance,DANCE,140,Dance Production
Dance,DANCE,235,Pilates Mat II
Dance,DANCE,3,Ballroom Dance II
Dance,DANCE,211,Contemporary Dance Technique and Theory III
Dance,DANCE,462,Senior Seminar
Dance,DANCE,177,African Dance
Dance,DANCE,469,Interdisciplinary Studies in the Arts
Dance,DANCE,126,Ballet Technique I-B
Dance,DANCE,132,Workshop in Body Studies and Practices
Dance,DANCE,351,Video Desgn-Perf&Visual Art
Dance,DANCE,13,Modern Dance III
Dance,DANCE,116,Workshop in World Dance
Dance,DANCE,371,Creative Dance for Children
Dance,DANCE,439,Dance Therapy Practicum
Dance,DANCE,375,Pilates Teaching Methods
Dance,DANCE,268,Political and Cultural Perspectives in Dance Studies
Dance,DANCE,232,Introduction to Dynamics of Dance Therapy
Dance,DANCE,440,Senior Seminar
Dance,DANCE,463,Senior Project
Dance,DANCE,240,Dance Production Laboratory
Dance,DANCE,151,Movemnt as Matl Thru Improv
Dance,DANCE,225,Ballet Technique II
Dance,DANCE,1,Workshop in Dance Activity
Dance,DANCE,118,African Dance
Dance,DANCE,441,Advanced Sound Design
Dance,DANCE,213,New Movement Techniques
Dance,DANCE,167,Intro-Movement Analysis
Dance,DANCE,226,Ballet Technique II-B
Dance,DANCE,171,Dance Production Laboratory
Dance,DANCE,22,Ballet II
Dance,DANCE,374,Teaching Dance
Dance,DANCE,345,Video Desgn-Perf&Visual Art
Dance,DANCE,355,Dance Composition II
Dance,DANCE,200,Writing the Moving Body
Dance,DANCE,325,Ballet Technique III
Dance,DANCE,452,Dance Repertory Theater
Dance,DANCE,212,Contemporary Dance Technique and Theory IV
Dance,DANCE,372,Teaching of Dance to Adults
Dance,DANCE,560,Current Topics in Dance: Workshop
Dance,DANCE,136,Pilates Equipment Lab I
Dance,DANCE,165,World Dance Cultures: Traditional to Contemporary
Dance,DANCE,21,Ballet I
Dance,DANCE,420,Sound Dsgn-Perf/Visual Arts
Dance,DANCE,331,Dynamics of Dance Therapy
Dance,DANCE,312,Contemporary Dance Technique and Theory VI
Dance,DANCE,365,Dance History II: Directions and Issues of Contemporary Dance
Dance,DANCE,699,Independent Project
Dance,DANCE,162,First Year Workshop
Dance,DANCE,31,Modern Jazz Dance
Dance,DANCE,32,Modern Jazz Dance II
Dance,DANCE,156,Movement as Material Through Improvisation
Dance,DANCE,376,Pilates Teaching I
Dance,DANCE,155,Dance Performance Workshop
Dance,DANCE,411,Modern Dance Technique VII
Dance,DANCE,42,Ballroom Dance II
Dance,DANCE,170,Dance Production
Dance,DANCE,2,Ballroom Dance I
Dance,DANCE,135,Pilates Mat I
Dance,DANCE,157,Introduction to Movement Analysis
Dance,DANCE,159,Collaborative Arts Workshop
Dance,DANCE,161,Somatic Theory and Practices
Dance,DANCE,476,Pilates Teaching II
Dance,DANCE,205,Dance
Design Studies,DS,610,Apparl Desgn:Profesnl Pract
Design Studies,DS,360,Global Perspctv-Design&Culture
Design Studies,DS,251,Textile Science
Design Studies,DS,241,Visual Communication I
Design Studies,DS,425,Apparel Design II
Design Studies,DS,355,"History of Fashion, 1400-Present"
Design Studies,DS,691,Senior Thesis
Design Studies,DS,327,Textile Design: Manual/Computer Generated Imagery and Pattern
Design Studies,DS,561,Textiles: Specifications and End Use Analysis
Design Studies,DS,228,Textile Design: Structural Enrichment I
Design Studies,DS,428,Textile Dsgn:Structural II
Design Studies,DS,252,Design Leadership Symposium
Design Studies,DS,225,Apparel Design I
Design Studies,DS,720,Literature of Design Theory
Design Studies,DS,242,Visual Communication II
Design Studies,DS,642,Taste
Design Studies,DS,429,Textile Design: Weaving II
Design Studies,DS,699,Independent Study
Design Studies,DS,579,Virtual Reality
Design Studies,DS,528,Experimental Textile Design
Design Studies,DS,520,Color Theory: Environ Context
Design Studies,DS,220,Design: Fundamentals II
Design Studies,DS,120,Design: Fundamentals I
Design Studies,DS,633,Adv Interior&Arch Dsgn Visualz
Design Studies,DS,215,Patternmaking for 3D Forms
Design Studies,DS,430,History of Textiles
Design Studies,DS,229,Textile Design: Weaving I
Design Studies,DS,999,Independent Study
Design Studies,DS,451,Color Theory and Technology
Design Studies,DS,625,Apparel Design III
Design Studies,DS,223,Interior Architectural Design
Design Studies,DS,323,CAD: Architecture&Interiors
Design Studies,DS,221,Person and Environment Interactions
Design Studies,DS,226,Textile Design: Off-Loom Construction
Design Studies,DS,356,Sustainable Residential Construction
Design Studies,DS,469,Interdisciplinary Studies in the Arts
Design Studies,DS,681,Senior Honors Thesis
Design Studies,DS,639,Culture and Built Environment
Design Studies,DS,630,Housing Envrs-Older People
Design Studies,DS,920,Seminar in Design Studies
Design Studies,DS,299,Independent Study
Design Studies,DS,222,Interior Design I
Design Studies,DS,623,Interior Design IV
Design Studies,DS,990,Research and Thesis
Design Studies,DS,545,Placemaking
Design Studies,DS,153,Fabric and Apparel Structures I
Design Studies,DS,422,History of Architecture & Interiors II: 19th and 20th Centuries
Design Studies,DS,227,Textile Design: Printing and Dyeing I
Design Studies,DS,154,Processes for Apparel Design: Clothing Construction II
Design Studies,DS,624,Portfolio Preparation
Design Studies,DS,320,Design: Sketching and Rendering
Design Studies,DS,210,Fashion Illustration
Design Studies,DS,224,Interior Materials and Finishes
Design Studies,DS,421,History of Architecture and Interiors I: Antiquity through 18th Century
Design Studies,DS,319,Cloth to Clothing
Design Studies,DS,622,Interior Design III
Design Studies,DS,130,Introduction to Interior Architecture
Design Studies,DS,253,Patternmaking for Apparel Design
Design Studies,DS,322,Interior Design II
Design Studies,DS,101,Introduction to Textile Design
Design Studies,DS,427,Textile Design: Printing and Dyeing II
Design Studies,DS,420,Twentieth Century Design
ENGLISH,ENGLISH,695,Directed Creative Writing
ENGLISH,ENGLISH,504,Theme in 20th C Eng Lit
ENGLISH,ENGLISH,873,Topics-20c Eng & Amer Lit
ENGLISH,ENGLISH,334,Introduction to TESOL Methods
ENGLISH,ENGLISH,939,Smr-Feminist Thry&Criticsm
ENGLISH,ENGLISH,799,Independent Reading
ENGLISH,ENGLISH,115,ESL: Grammar-Academic Use
ENGLISH,ENGLISH,402,A Theme in 16th C Eng Lit
ENGLISH,ENGLISH,337,TESOL Workshops
ENGLISH,ENGLISH,726,Drama
ENGLISH,ENGLISH,595,Asian Amer Women Writers
ENGLISH,ENGLISH,906,Smr-The English Language
ENGLISH,ENGLISH,783,Creative Writing Pedagogy Smr
ENGLISH,ENGLISH,802,English Victorian Period
ENGLISH,ENGLISH,318,Writing Internship
ENGLISH,ENGLISH,713,Topc-Contmp English Linguis
ENGLISH,ENGLISH,467,Outstnd Figures-19c Eng Lit
ENGLISH,ENGLISH,625,Outstndg Figures-19c Am Lit
ENGLISH,ENGLISH,122,ESL:Oral Communicatn Skills
ENGLISH,ENGLISH,325,English Grammar in Use
ENGLISH,ENGLISH,672,Selected Topics in Afro-American Literature
ENGLISH,ENGLISH,168,Intro to Modern Lit since 1900
ENGLISH,ENGLISH,110,Intensv English as 2nd Lang
ENGLISH,ENGLISH,846,Smr: Topics-19th C Eng Lit
ENGLISH,ENGLISH,172,Literatures of Native America
ENGLISH,ENGLISH,226,Introduction to Shakespeare
ENGLISH,ENGLISH,417,Shakespeare
ENGLISH,ENGLISH,619,Three American Novelists
ENGLISH,ENGLISH,359,Beowulf
ENGLISH,ENGLISH,900,Topics in Composition Study
ENGLISH,ENGLISH,341,Gender and Language
ENGLISH,ENGLISH,949,Spec Topics in Am Lit- 1914
ENGLISH,ENGLISH,824,Restoration&18th C Eng Lit
ENGLISH,ENGLISH,219,Shakespearean Drama
ENGLISH,ENGLISH,215,British Literature Before 1750
ENGLISH,ENGLISH,300,Creatv Wrtng:Fic&PoetWkshp
ENGLISH,ENGLISH,703,Rsch Meths-Compositn Study
ENGLISH,ENGLISH,626,Theme in 19th C Amer Lit
ENGLISH,ENGLISH,445,"English Lit, 1745-1798"
ENGLISH,ENGLISH,316,Smr-Writng Across Curriculm
ENGLISH,ENGLISH,868,World/Postcolonial Lit-English
ENGLISH,ENGLISH,441,Outstnd Figures-18c Eng Lit
ENGLISH,ENGLISH,418,Shakespeare
ENGLISH,ENGLISH,702,Perspectives on Literacy
ENGLISH,ENGLISH,722,Compositn&Critical Theories
ENGLISH,ENGLISH,785,MFA Thesis
ENGLISH,ENGLISH,118,ESL: Academic Writing II
ENGLISH,ENGLISH,401,Outstandg Figures-16thc Lit
ENGLISH,ENGLISH,361,Figures of Medieval Eng Lit
ENGLISH,ENGLISH,305,Advanced Poetry Workshop
ENGLISH,ENGLISH,621,3 Amer Authors Before 1865
ENGLISH,ENGLISH,460,English Novel: 19th Cent
ENGLISH,ENGLISH,333,Second Language Acquisition
ENGLISH,ENGLISH,705,Contemp Comp Thry II-Modern
ENGLISH,ENGLISH,563,Studies in Narrative Lit
ENGLISH,ENGLISH,328,ESL: Acad Skills Workshops
ENGLISH,ENGLISH,338,Topics-English Lang & Linguis
ENGLISH,ENGLISH,117,ESL: Academic Writing I
ENGLISH,ENGLISH,307,Creative Writing: Workshop
ENGLISH,ENGLISH,704,Intellectual Sources of Contemporary Composition Theory I-Classical
ENGLISH,ENGLISH,360,The Anglo-Saxons
ENGLISH,ENGLISH,550,Studies in Criticism
ENGLISH,ENGLISH,823,20th Century Literature
ENGLISH,ENGLISH,752,Late Medieval Religious Lit
ENGLISH,ENGLISH,822,20th Century American Lit
ENGLISH,ENGLISH,772,"English Lit, 1745-1798"
ENGLISH,ENGLISH,482,Honors Seminar
ENGLISH,ENGLISH,303,Advanced Fiction Workshop
ENGLISH,ENGLISH,518,The Scottish Tradition
ENGLISH,ENGLISH,780,Creative Writing:Grad Wkshp
ENGLISH,ENGLISH,201,Intermediate Composition
ENGLISH,ENGLISH,330,English Phonology
ENGLISH,ENGLISH,737,Feminist Theory and Criticism
ENGLISH,ENGLISH,173,Intro-Ethnic&Multicultural Lit
ENGLISH,ENGLISH,700,Intro-Composition Studies
ENGLISH,ENGLISH,336,English in Society
ENGLISH,ENGLISH,701,Writing and Learning
ENGLISH,ENGLISH,650,Contemp Am Ind Lit Since 1953
ENGLISH,ENGLISH,315,Expository&Critical Writing
ENGLISH,ENGLISH,270,A Survey of Asian American Literature
ENGLISH,ENGLISH,709,Adv Eng Phonology
ENGLISH,ENGLISH,459,English Novel: 18th Cent
ENGLISH,ENGLISH,248,Women in Ethnic American Literature
ENGLISH,ENGLISH,574,Fem Thry&Women Writng-English
ENGLISH,ENGLISH,162,Shakespeare
ENGLISH,ENGLISH,473,Victorian Poetry
ENGLISH,ENGLISH,506,Modern British & Amer Drama
ENGLISH,ENGLISH,719,Summer Writing Workshop
ENGLISH,ENGLISH,274,Indigenous Lit of Great Lakes
ENGLISH,ENGLISH,466,Studies in Victorian Lit
ENGLISH,ENGLISH,167,Intro-Brit & Amer Lit pre-1914
ENGLISH,ENGLISH,481,Jr Honors Seminar in Major
ENGLISH,ENGLISH,727,Literary Theory
ENGLISH,ENGLISH,633,Mod Amer Lit Since 1914
ENGLISH,ENGLISH,724,Narrative Literature
ENGLISH,ENGLISH,503,James Joyce
ENGLISH,ENGLISH,181,Freshman Honors Seminar
ENGLISH,ENGLISH,246,Literature by Amer Ind Women
ENGLISH,ENGLISH,976,Smr: Topics-20th C Amer Lit
ENGLISH,ENGLISH,608,Colnl&Early Romantic Am Lit
ENGLISH,ENGLISH,773,18th Century British Novel
ENGLISH,ENGLISH,605,Figures of Early Amer Lit
ENGLISH,ENGLISH,323,History of English Language
ENGLISH,ENGLISH,217,American Literature
ENGLISH,ENGLISH,320,Old English
ENGLISH,ENGLISH,329,Intro to the Syntax of English
ENGLISH,ENGLISH,220,Shakespearean Drama
ENGLISH,ENGLISH,523,Postcolonial Theatre
ENGLISH,ENGLISH,618,Lit of the Amer Renaissance
ENGLISH,ENGLISH,216,British&Anglo Lit 1750-Present
ENGLISH,ENGLISH,960,Smr-Restoration & 18th Cent
ENGLISH,ENGLISH,631,Figures of Contemp Amer Lit
ENGLISH,ENGLISH,971,Smr-19th Cent American Lit
ENGLISH,ENGLISH,223,Vladimir Nabokov: Russian and American Writings
ENGLISH,ENGLISH,782,Graduate Poetry Workshop
ENGLISH,ENGLISH,324,Structure of English
ENGLISH,ENGLISH,434,Milton
ENGLISH,ENGLISH,302,Intermediate Poetry Workshp
ENGLISH,ENGLISH,943,Seminar-Colonial Amer Lit
ENGLISH,ENGLISH,753,Medieval Literature
ENGLISH,ENGLISH,463,Romantic Poetry
ENGLISH,ENGLISH,465,Studies in Romantic Lit
ENGLISH,ENGLISH,326,ESL:Acad Presentatns & Disc
ENGLISH,ENGLISH,990,Research in English
ENGLISH,ENGLISH,710,Interaction Analysis: Talk as Social Organization
ENGLISH,ENGLISH,507,Mod British Lit Since 1914
ENGLISH,ENGLISH,609,Major American Novelists
ENGLISH,ENGLISH,461,Intell Opinion-19c Eng Lit
ENGLISH,ENGLISH,513,Mod British or Am Lit-Bkgrd
ENGLISH,ENGLISH,512,Recent Poetry in English
ENGLISH,ENGLISH,309,Composition-English Tchrs
ENGLISH,ENGLISH,155,Myth and Literature
ENGLISH,ENGLISH,781,Graduate Fiction Workshop
ENGLISH,ENGLISH,965,Topics in 19th Cent Eng Lit
ENGLISH,ENGLISH,763,Topics-Renaissance Lit
ENGLISH,ENGLISH,520,Survey: Theories of Drama
ENGLISH,ENGLISH,468,Theme in 19th C Eng Lit
ENGLISH,ENGLISH,250,Women in Literature
ENGLISH,ENGLISH,699,Directed Study
ENGLISH,ENGLISH,426,Theme in 17c Eng Lit
ENGLISH,ENGLISH,362,A Theme-Medieval Eng Lit
ENGLISH,ENGLISH,317,Writing for the Marketplace
ENGLISH,ENGLISH,511,Recent Fiction in English
ENGLISH,ENGLISH,821,20th Century British Lit
ENGLISH,ENGLISH,723,Crit Meth-Brit & Amer Lit
ENGLISH,ENGLISH,692,Senior Thesis
ENGLISH,ENGLISH,175,Lit & the Other Disciplines
ENGLISH,ENGLISH,940,Scholarship Probs-Amer Lit
ENGLISH,ENGLISH,437,British Drama 1660-1750
ENGLISH,ENGLISH,611,Major American Prose Writer
ENGLISH,ENGLISH,936,Adv Smr-English Literature
ENGLISH,ENGLISH,801,The English Romantic Period
ENGLISH,ENGLISH,509,Select Major Modern Amer Poets
ENGLISH,ENGLISH,711,Rsch Meths-Applied Linguistics
ENGLISH,ENGLISH,654,Race & Sexuality in Amer Lit
ENGLISH,ENGLISH,332,Global Spread of English
ENGLISH,ENGLISH,809,Seminar-Milton
ENGLISH,ENGLISH,442,Theme in 18th C Eng Lit
ENGLISH,ENGLISH,236,Bascom Course
ENGLISH,ENGLISH,500,Figures of Contemp Eng Lit
ENGLISH,ENGLISH,169,Intro to Modern American Lit
ENGLISH,ENGLISH,715,Adv Second Lang Acquisition
ENGLISH,ENGLISH,538,"Brit Drama, 1914 to Present"
ENGLISH,ENGLISH,171,"Literature, Gender & Sexuality"
ENGLISH,ENGLISH,381,Soph Honors: Rsch Meth-English
ENGLISH,ENGLISH,790,Proseminar-Teaching of Writing
ENGLISH,ENGLISH,444,"English Lit, 1660-1745"
ENGLISH,ENGLISH,116,ESL:Academc Readng&Vocablry
ENGLISH,ENGLISH,935,Adv Smr-English Literature
ENGLISH,ENGLISH,400,The Sixteenth Century
ENGLISH,ENGLISH,691,Senior Thesis
ENGLISH,ENGLISH,635,Maj Amer Novelists-1914-45
ENGLISH,ENGLISH,114,ESL:Intmed Engl Lang Skills
ENGLISH,ENGLISH,100,Freshman Composition
ENGLISH,ENGLISH,420,17th C Literature-1600-1660
ENGLISH,ENGLISH,524,Indian Writers Abroad
ENGLISH,ENGLISH,425,Outstnd Figures-17c Eng Lit
ENGLISH,ENGLISH,203,Creatv Writng:Beg Fict&Poet
